time,key,value,table
2020-07-02T07:56:00Z,L'Ange-Gardien,8,areas
2020-07-02T07:56:00Z,La Pêche,5,areas
2020-07-02T07:56:00Z,Lac-des-Plages,5,areas
2020-07-02T07:56:00Z,Maniwaki,5,areas
2020-07-02T07:56:00Z,Montebello,5,areas
2020-07-02T07:56:00Z,MRC du Pontiac,5,areas
2020-07-02T07:56:00Z,Papineauville,5,areas
2020-07-02T07:56:00Z,Plaisance,5,areas
2020-07-02T07:56:00Z,Ripon,5,areas
2020-07-02T07:56:00Z,RLS de Gatineau,506,rls
2020-07-02T07:56:00Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-02T07:56:00Z,RLS de Papineau,52,rls
2020-07-02T07:56:00Z,RLS des Collines-de-l'Outaouais,21,rls
2020-07-02T07:56:00Z,RLS du Pontiac,5,rls
2020-07-02T07:56:00Z,Saint-André-Avellin,7,areas
2020-07-02T07:56:00Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-02T07:56:00Z,Thurso,5,areas
2020-07-02T07:56:00Z,To be determined,11,areas
2020-07-02T07:56:00Z,To be determined,0,rls
2020-07-02T07:56:00Z,Total cases,586,areas
2020-07-02T07:56:00Z,Val-des-Monts,7,areas
2020-07-03T01:10:07Z,Active cases,69,cases
2020-07-03T01:10:07Z,Average screening test per day,113,cases
2020-07-03T01:10:07Z,Blue Sea,5,areas
2020-07-03T01:10:07Z,Cantley,11,areas
2020-07-03T01:10:07Z,Cumulative cases,591,cases
2020-07-03T01:10:07Z,Deaths,33,cases
2020-07-03T01:10:07Z,Fassett,5,areas
2020-07-03T01:10:07Z,Gatineau,534,areas
2020-07-03T01:10:07Z,Healed/resolved cases,489,cases
2020-07-03T01:10:07Z,L'Ange-Gardien,8,areas
2020-07-03T01:10:07Z,La Pêche,5,areas
2020-07-03T01:10:07Z,Lac-des-Plages,5,areas
2020-07-03T01:10:07Z,Maniwaki,5,areas
2020-07-03T01:10:07Z,Montebello,5,areas
2020-07-03T01:10:07Z,MRC du Pontiac,5,areas
2020-07-03T01:10:07Z,Papineauville,5,areas
2020-07-03T01:10:07Z,Plaisance,5,areas
2020-07-03T01:10:07Z,Ripon,5,areas
2020-07-03T01:10:07Z,RLS de Gatineau,511,rls
2020-07-03T01:10:07Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-03T01:10:07Z,RLS de Papineau,52,rls
2020-07-03T01:10:07Z,RLS des Collines-de-l'Outaouais,21,rls
2020-07-03T01:10:07Z,RLS du Pontiac,5,rls
2020-07-03T01:10:07Z,Saint-André-Avellin,7,areas
2020-07-03T01:10:07Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-03T01:10:07Z,Thurso,5,areas
2020-07-03T01:10:07Z,To be determined,0,areas
2020-07-03T01:10:07Z,To be determined,0,rls
2020-07-03T01:10:07Z,Total cases,591,areas
2020-07-03T01:10:07Z,Val-des-Monts,7,areas
2020-07-03T23:53:11Z,Active cases,71,cases
2020-07-03T23:53:11Z,Average screening test per day,196,cases
2020-07-03T23:53:11Z,Blue Sea,5,areas
2020-07-03T23:53:11Z,Cantley,11,areas
2020-07-03T23:53:11Z,Cumulative cases,595,cases
2020-07-03T23:53:11Z,Deaths,33,cases
2020-07-03T23:53:11Z,Fassett,5,areas
2020-07-03T23:53:11Z,Gatineau,534,areas
2020-07-03T23:53:11Z,Healed/resolved cases,491,cases
2020-07-03T23:53:11Z,L'Ange-Gardien,8,areas
2020-07-03T23:53:11Z,La Pêche,5,areas
2020-07-03T23:53:11Z,Lac-des-Plages,5,areas
2020-07-03T23:53:11Z,Maniwaki,5,areas
2020-07-03T23:53:11Z,Montebello,5,areas
2020-07-03T23:53:11Z,MRC du Pontiac,5,areas
2020-07-03T23:53:11Z,Papineauville,5,areas
2020-07-03T23:53:11Z,Plaisance,5,areas
2020-07-03T23:53:11Z,Ripon,5,areas
2020-07-03T23:53:11Z,RLS de Gatineau,515,rls
2020-07-03T23:53:11Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-03T23:53:11Z,RLS de Papineau,52,rls
2020-07-03T23:53:11Z,RLS des Collines-de-l'Outaouais,21,rls
2020-07-03T23:53:11Z,RLS du Pontiac,5,rls
2020-07-03T23:53:11Z,Saint-André-Avellin,7,areas
2020-07-03T23:53:11Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-03T23:53:11Z,Thurso,5,areas
2020-07-03T23:53:11Z,To be determined,4,areas
2020-07-03T23:53:11Z,To be determined,0,rls
2020-07-03T23:53:11Z,Total cases,595,areas
2020-07-03T23:53:11Z,Val-des-Monts,7,areas
2020-07-05T01:04:18Z,Active cases,72,cases
2020-07-05T01:04:18Z,Average screening test per day,196,cases
2020-07-05T01:04:18Z,Blue Sea,5,areas
2020-07-05T01:04:18Z,Cantley,11,areas
2020-07-05T01:04:18Z,Cumulative cases,596,cases
2020-07-05T01:04:18Z,Deaths,33,cases
2020-07-05T01:04:18Z,Fassett,5,areas
2020-07-05T01:04:18Z,Gatineau,534,areas
2020-07-05T01:04:18Z,Healed/resolved cases,491,cases
2020-07-05T01:04:18Z,L'Ange-Gardien,8,areas
2020-07-05T01:04:18Z,La Pêche,5,areas
2020-07-05T01:04:18Z,Lac-des-Plages,5,areas
2020-07-05T01:04:18Z,Maniwaki,5,areas
2020-07-05T01:04:18Z,Montebello,5,areas
2020-07-05T01:04:18Z,MRC du Pontiac,5,areas
2020-07-05T01:04:18Z,Papineauville,5,areas
2020-07-05T01:04:18Z,Plaisance,5,areas
2020-07-05T01:04:18Z,Ripon,5,areas
2020-07-05T01:04:18Z,RLS de Gatineau,515,rls
2020-07-05T01:04:18Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-05T01:04:18Z,RLS de Papineau,52,rls
2020-07-05T01:04:18Z,RLS des Collines-de-l'Outaouais,21,rls
2020-07-05T01:04:18Z,RLS du Pontiac,5,rls
2020-07-05T01:04:18Z,Saint-André-Avellin,7,areas
2020-07-05T01:04:18Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-05T01:04:18Z,Thurso,5,areas
2020-07-05T01:04:18Z,To be determined,5,areas
2020-07-05T01:04:18Z,To be determined,1,rls
2020-07-05T01:04:18Z,Total cases,596,areas
2020-07-05T01:04:18Z,Val-des-Monts,7,areas
2020-07-06T00:50:45Z,Active cases,74,cases
2020-07-06T00:50:45Z,Average screening test per day,196,cases
2020-07-06T00:50:45Z,Blue Sea,5,areas
2020-07-06T00:50:45Z,Cantley,11,areas
2020-07-06T00:50:45Z,Cumulative cases,598,cases
2020-07-06T00:50:45Z,Deaths,33,cases
2020-07-06T00:50:45Z,Fassett,5,areas
2020-07-06T00:50:45Z,Gatineau,534,areas
2020-07-06T00:50:45Z,Healed/resolved cases,491,cases
2020-07-06T00:50:45Z,L'Ange-Gardien,8,areas
2020-07-06T00:50:45Z,La Pêche,5,areas
2020-07-06T00:50:45Z,Lac-des-Plages,5,areas
2020-07-06T00:50:45Z,Maniwaki,5,areas
2020-07-06T00:50:45Z,Montebello,5,areas
2020-07-06T00:50:45Z,MRC du Pontiac,5,areas
2020-07-06T00:50:45Z,Papineauville,5,areas
2020-07-06T00:50:45Z,Plaisance,5,areas
2020-07-06T00:50:45Z,Ripon,5,areas
2020-07-06T00:50:45Z,RLS de Gatineau,515,rls
2020-07-06T00:50:45Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-06T00:50:45Z,RLS de Papineau,52,rls
2020-07-06T00:50:45Z,RLS des Collines-de-l'Outaouais,21,rls
2020-07-06T00:50:45Z,RLS du Pontiac,5,rls
2020-07-06T00:50:45Z,Saint-André-Avellin,7,areas
2020-07-06T00:50:45Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-06T00:50:45Z,Thurso,5,areas
2020-07-06T00:50:45Z,To be determined,7,areas
2020-07-06T00:50:45Z,To be determined,1,rls
2020-07-06T00:50:45Z,Total cases,598,areas
2020-07-06T00:50:45Z,Val-des-Monts,7,areas
2020-07-07T03:59:13Z,Active cases,82,cases
2020-07-07T03:59:13Z,Average screening test per day,93,cases
2020-07-07T03:59:13Z,Blue Sea,5,areas
2020-07-07T03:59:13Z,Cantley,11,areas
2020-07-07T03:59:13Z,Cumulative cases,606,cases
2020-07-07T03:59:13Z,Deaths,33,cases
2020-07-07T03:59:13Z,Fassett,5,areas
2020-07-07T03:59:13Z,Gatineau,534,areas
2020-07-07T03:59:13Z,Healed/resolved cases,491,cases
2020-07-07T03:59:13Z,L'Ange-Gardien,8,areas
2020-07-07T03:59:13Z,La Pêche,5,areas
2020-07-07T03:59:13Z,Lac-des-Plages,5,areas
2020-07-07T03:59:13Z,Maniwaki,5,areas
2020-07-07T03:59:13Z,Montebello,5,areas
2020-07-07T03:59:13Z,MRC du Pontiac,5,areas
2020-07-07T03:59:13Z,Papineauville,5,areas
2020-07-07T03:59:13Z,Plaisance,5,areas
2020-07-07T03:59:13Z,Ripon,5,areas
2020-07-07T03:59:13Z,RLS de Gatineau,523,rls
2020-07-07T03:59:13Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-07T03:59:13Z,RLS de Papineau,53,rls
2020-07-07T03:59:13Z,RLS des Collines-de-l'Outaouais,22,rls
2020-07-07T03:59:13Z,RLS du Pontiac,5,rls
2020-07-07T03:59:13Z,Saint-André-Avellin,7,areas
2020-07-07T03:59:13Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-07T03:59:13Z,Thurso,5,areas
2020-07-07T03:59:13Z,To be determined,15,areas
2020-07-07T03:59:13Z,To be determined,1,rls
2020-07-07T03:59:13Z,Total cases,606,areas
2020-07-07T03:59:13Z,Val-des-Monts,7,areas
2020-07-08T00:08:43Z,Active cases,83,cases
2020-07-08T00:08:43Z,Average screening test per day,113,cases
2020-07-08T00:08:43Z,Blue Sea,5,areas
2020-07-08T00:08:43Z,Cantley,11,areas
2020-07-08T00:08:43Z,Cumulative cases,608,cases
2020-07-08T00:08:43Z,Deaths,33,cases
2020-07-08T00:08:43Z,Fassett,5,areas
2020-07-08T00:08:43Z,Gatineau,534,areas
2020-07-08T00:08:43Z,Healed/resolved cases,492,cases
2020-07-08T00:08:43Z,L'Ange-Gardien,8,areas
2020-07-08T00:08:43Z,La Pêche,5,areas
2020-07-08T00:08:43Z,Lac-des-Plages,5,areas
2020-07-08T00:08:43Z,Maniwaki,5,areas
2020-07-08T00:08:43Z,Montebello,5,areas
2020-07-08T00:08:43Z,MRC du Pontiac,5,areas
2020-07-08T00:08:43Z,Papineauville,5,areas
2020-07-08T00:08:43Z,Plaisance,5,areas
2020-07-08T00:08:43Z,Ripon,5,areas
2020-07-08T00:08:43Z,RLS de Gatineau,525,rls
2020-07-08T00:08:43Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-08T00:08:43Z,RLS de Papineau,53,rls
2020-07-08T00:08:43Z,RLS des Collines-de-l'Outaouais,22,rls
2020-07-08T00:08:43Z,RLS du Pontiac,5,rls
2020-07-08T00:08:43Z,Saint-André-Avellin,7,areas
2020-07-08T00:08:43Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-08T00:08:43Z,Thurso,5,areas
2020-07-08T00:08:43Z,To be determined,17,areas
2020-07-08T00:08:43Z,To be determined,1,rls
2020-07-08T00:08:43Z,Total cases,608,areas
2020-07-08T00:08:43Z,Val-des-Monts,7,areas
2020-07-09T00:38:40Z,Active cases,84,cases
2020-07-09T00:38:40Z,Average screening test per day,132,cases
2020-07-09T00:38:40Z,Blue Sea,5,areas
2020-07-09T00:38:40Z,Cantley,11,areas
2020-07-09T00:38:40Z,Cumulative cases,609,cases
2020-07-09T00:38:40Z,Deaths,33,cases
2020-07-09T00:38:40Z,Fassett,5,areas
2020-07-09T00:38:40Z,Gatineau,534,areas
2020-07-09T00:38:40Z,Healed/resolved cases,492,cases
2020-07-09T00:38:40Z,L'Ange-Gardien,8,areas
2020-07-09T00:38:40Z,La Pêche,5,areas
2020-07-09T00:38:40Z,Lac-des-Plages,5,areas
2020-07-09T00:38:40Z,Maniwaki,5,areas
2020-07-09T00:38:40Z,Montebello,5,areas
2020-07-09T00:38:40Z,MRC du Pontiac,5,areas
2020-07-09T00:38:40Z,Papineauville,5,areas
2020-07-09T00:38:40Z,Plaisance,5,areas
2020-07-09T00:38:40Z,Ripon,5,areas
2020-07-09T00:38:40Z,RLS de Gatineau,526,rls
2020-07-09T00:38:40Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-09T00:38:40Z,RLS de Papineau,53,rls
2020-07-09T00:38:40Z,RLS des Collines-de-l'Outaouais,23,rls
2020-07-09T00:38:40Z,RLS du Pontiac,5,rls
2020-07-09T00:38:40Z,Saint-André-Avellin,7,areas
2020-07-09T00:38:40Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-09T00:38:40Z,Thurso,5,areas
2020-07-09T00:38:40Z,To be determined,18,areas
2020-07-09T00:38:40Z,To be determined,0,rls
2020-07-09T00:38:40Z,Total cases,609,areas
2020-07-09T00:38:40Z,Val-des-Monts,7,areas
2020-07-10T03:12:00Z,Active cases,65,cases
2020-07-10T03:12:00Z,Average screening test per day,160,cases
2020-07-10T03:12:00Z,Blue Sea,5,areas
2020-07-10T03:12:00Z,Cantley,12,areas
2020-07-10T03:12:00Z,Cumulative cases,615,cases
2020-07-10T03:12:00Z,Deaths,33,cases
2020-07-10T03:12:00Z,Fassett,5,areas
2020-07-10T03:12:00Z,Gatineau,553,areas
2020-07-10T03:12:00Z,Healed/resolved cases,517,cases
2020-07-10T03:12:00Z,L'Ange-Gardien,10,areas
2020-07-10T03:12:00Z,La Pêche,5,areas
2020-07-10T03:12:00Z,Lac-des-Plages,5,areas
2020-07-10T03:12:00Z,Maniwaki,5,areas
2020-07-10T03:12:00Z,Montebello,5,areas
2020-07-10T03:12:00Z,MRC du Pontiac,5,areas
2020-07-10T03:12:00Z,Papineauville,5,areas
2020-07-10T03:12:00Z,Plaisance,5,areas
2020-07-10T03:12:00Z,Ripon,5,areas
2020-07-10T03:12:00Z,RLS de Gatineau,530,rls
2020-07-10T03:12:00Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-10T03:12:00Z,RLS de Papineau,54,rls
2020-07-10T03:12:00Z,RLS des Collines-de-l'Outaouais,24,rls
2020-07-10T03:12:00Z,RLS du Pontiac,5,rls
2020-07-10T03:12:00Z,Saint-André-Avellin,7,areas
2020-07-10T03:12:00Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-10T03:12:00Z,Thurso,5,areas
2020-07-10T03:12:00Z,To be determined,0,areas
2020-07-10T03:12:00Z,To be determined,0,rls
2020-07-10T03:12:00Z,Total cases,615,areas
2020-07-10T03:12:00Z,Val-des-Monts,9,areas
2020-07-10T23:50:07Z,Active cases,67,cases
2020-07-10T23:50:07Z,Average screening test per day,168,cases
2020-07-10T23:50:07Z,Blue Sea,5,areas
2020-07-10T23:50:07Z,Cantley,12,areas
2020-07-10T23:50:07Z,Cumulative cases,618,cases
2020-07-10T23:50:07Z,Deaths,33,cases
2020-07-10T23:50:07Z,Fassett,5,areas
2020-07-10T23:50:07Z,Gatineau,553,areas
2020-07-10T23:50:07Z,Healed/resolved cases,518,cases
2020-07-10T23:50:07Z,L'Ange-Gardien,10,areas
2020-07-10T23:50:07Z,La Pêche,5,areas
2020-07-10T23:50:07Z,Lac-des-Plages,5,areas
2020-07-10T23:50:07Z,Maniwaki,5,areas
2020-07-10T23:50:07Z,Montebello,5,areas
2020-07-10T23:50:07Z,MRC du Pontiac,5,areas
2020-07-10T23:50:07Z,Papineauville,5,areas
2020-07-10T23:50:07Z,Plaisance,5,areas
2020-07-10T23:50:07Z,Ripon,5,areas
2020-07-10T23:50:07Z,RLS de Gatineau,533,rls
2020-07-10T23:50:07Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-10T23:50:07Z,RLS de Papineau,54,rls
2020-07-10T23:50:07Z,RLS des Collines-de-l'Outaouais,24,rls
2020-07-10T23:50:07Z,RLS du Pontiac,5,rls
2020-07-10T23:50:07Z,Saint-André-Avellin,7,areas
2020-07-10T23:50:07Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-10T23:50:07Z,Thurso,5,areas
2020-07-10T23:50:07Z,To be determined,0,areas
2020-07-10T23:50:07Z,To be determined,0,rls
2020-07-10T23:50:07Z,Total cases,615,areas
2020-07-10T23:50:07Z,Val-des-Monts,9,areas
2020-07-11T23:11:27Z,Active cases,68,cases
2020-07-11T23:11:27Z,Average screening test per day,168,cases
2020-07-11T23:11:27Z,Blue Sea,5,areas
2020-07-11T23:11:27Z,Cantley,12,areas
2020-07-11T23:11:27Z,Cumulative cases,619,cases
2020-07-11T23:11:27Z,Deaths,33,cases
2020-07-11T23:11:27Z,Fassett,5,areas
2020-07-11T23:11:27Z,Gatineau,553,areas
2020-07-11T23:11:27Z,Healed/resolved cases,518,cases
2020-07-11T23:11:27Z,L'Ange-Gardien,10,areas
2020-07-11T23:11:27Z,La Pêche,5,areas
2020-07-11T23:11:27Z,Lac-des-Plages,5,areas
2020-07-11T23:11:27Z,Maniwaki,5,areas
2020-07-11T23:11:27Z,Montebello,5,areas
2020-07-11T23:11:27Z,MRC du Pontiac,5,areas
2020-07-11T23:11:27Z,Papineauville,5,areas
2020-07-11T23:11:27Z,Plaisance,5,areas
2020-07-11T23:11:27Z,Ripon,5,areas
2020-07-11T23:11:27Z,RLS de Gatineau,534,rls
2020-07-11T23:11:27Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-11T23:11:27Z,RLS de Papineau,54,rls
2020-07-11T23:11:27Z,RLS des Collines-de-l'Outaouais,24,rls
2020-07-11T23:11:27Z,RLS du Pontiac,5,rls
2020-07-11T23:11:27Z,Saint-André-Avellin,7,areas
2020-07-11T23:11:27Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-11T23:11:27Z,Thurso,5,areas
2020-07-11T23:11:27Z,To be determined,4,areas
2020-07-11T23:11:27Z,To be determined,0,rls
2020-07-11T23:11:27Z,Total cases,619,areas
2020-07-11T23:11:27Z,Val-des-Monts,9,areas
2020-07-13T05:22:43Z,Active cases,68,cases
2020-07-13T05:22:43Z,Average screening test per day,168,cases
2020-07-13T05:22:43Z,Blue Sea,5,areas
2020-07-13T05:22:43Z,Cantley,12,areas
2020-07-13T05:22:43Z,Cumulative cases,620,cases
2020-07-13T05:22:43Z,Deaths,33,cases
2020-07-13T05:22:43Z,Fassett,5,areas
2020-07-13T05:22:43Z,Gatineau,553,areas
2020-07-13T05:22:43Z,Healed/resolved cases,519,cases
2020-07-13T05:22:43Z,L'Ange-Gardien,10,areas
2020-07-13T05:22:43Z,La Pêche,5,areas
2020-07-13T05:22:43Z,Lac-des-Plages,5,areas
2020-07-13T05:22:43Z,Maniwaki,5,areas
2020-07-13T05:22:43Z,Montebello,5,areas
2020-07-13T05:22:43Z,MRC du Pontiac,5,areas
2020-07-13T05:22:43Z,Papineauville,5,areas
2020-07-13T05:22:43Z,Plaisance,5,areas
2020-07-13T05:22:43Z,Ripon,5,areas
2020-07-13T05:22:43Z,RLS de Gatineau,535,rls
2020-07-13T05:22:43Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-13T05:22:43Z,RLS de Papineau,54,rls
2020-07-13T05:22:43Z,RLS des Collines-de-l'Outaouais,24,rls
2020-07-13T05:22:43Z,RLS du Pontiac,5,rls
2020-07-13T05:22:43Z,Saint-André-Avellin,7,areas
2020-07-13T05:22:43Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-13T05:22:43Z,Thurso,5,areas
2020-07-13T05:22:43Z,To be determined,4,areas
2020-07-13T05:22:43Z,To be determined,0,rls
2020-07-13T05:22:43Z,Total cases,619,areas
2020-07-13T05:22:43Z,Val-des-Monts,9,areas
2020-07-13T16:46:46Z,Active cases,68,cases
2020-07-13T16:46:46Z,Average screening test per day,168,cases
2020-07-13T16:46:46Z,Blue Sea,5,areas
2020-07-13T16:46:46Z,Cantley,12,areas
2020-07-13T16:46:46Z,Cumulative cases,620,cases
2020-07-13T16:46:46Z,Deaths,33,cases
2020-07-13T16:46:46Z,Fassett,5,areas
2020-07-13T16:46:46Z,Gatineau,553,areas
2020-07-13T16:46:46Z,Healed/resolved cases,519,cases
2020-07-13T16:46:46Z,L'Ange-Gardien,10,areas
2020-07-13T16:46:46Z,La Pêche,5,areas
2020-07-13T16:46:46Z,Lac-des-Plages,5,areas
2020-07-13T16:46:46Z,Maniwaki,5,areas
2020-07-13T16:46:46Z,Montebello,5,areas
2020-07-13T16:46:46Z,MRC du Pontiac,5,areas
2020-07-13T16:46:46Z,Papineauville,5,areas
2020-07-13T16:46:46Z,Plaisance,5,areas
2020-07-13T16:46:46Z,Ripon,5,areas
2020-07-13T16:46:46Z,RLS de Gatineau,535,rls
2020-07-13T16:46:46Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-13T16:46:46Z,RLS de Papineau,54,rls
2020-07-13T16:46:46Z,RLS des Collines-de-l'Outaouais,24,rls
2020-07-13T16:46:46Z,RLS du Pontiac,5,rls
2020-07-13T16:46:46Z,Saint-André-Avellin,7,areas
2020-07-13T16:46:46Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-13T16:46:46Z,Thurso,5,areas
2020-07-13T16:46:46Z,To be determined,4,areas
2020-07-13T16:46:46Z,To be determined,0,rls
2020-07-13T16:46:46Z,Total cases,619,areas
2020-07-13T16:46:46Z,Val-des-Monts,9,areas
2020-07-14T06:25:09Z,Active cases,71,cases
2020-07-14T06:25:09Z,Average screening test per day,183,cases
2020-07-14T06:25:09Z,Blue Sea,5,areas
2020-07-14T06:25:09Z,Cantley,12,areas
2020-07-14T06:25:09Z,Cumulative cases,624,cases
2020-07-14T06:25:09Z,Deaths,33,cases
2020-07-14T06:25:09Z,Fassett,5,areas
2020-07-14T06:25:09Z,Gatineau,553,areas
2020-07-14T06:25:09Z,Healed/resolved cases,520,cases
2020-07-14T06:25:09Z,L'Ange-Gardien,10,areas
2020-07-14T06:25:09Z,La Pêche,5,areas
2020-07-14T06:25:09Z,Lac-des-Plages,5,areas
2020-07-14T06:25:09Z,Maniwaki,5,areas
2020-07-14T06:25:09Z,Montebello,5,areas
2020-07-14T06:25:09Z,MRC du Pontiac,5,areas
2020-07-14T06:25:09Z,Papineauville,5,areas
2020-07-14T06:25:09Z,Plaisance,5,areas
2020-07-14T06:25:09Z,Ripon,5,areas
2020-07-14T06:25:09Z,RLS de Gatineau,538,rls
2020-07-14T06:25:09Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-14T06:25:09Z,RLS de Papineau,54,rls
2020-07-14T06:25:09Z,RLS des Collines-de-l'Outaouais,25,rls
2020-07-14T06:25:09Z,RLS du Pontiac,5,rls
2020-07-14T06:25:09Z,Saint-André-Avellin,7,areas
2020-07-14T06:25:09Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-14T06:25:09Z,Thurso,5,areas
2020-07-14T06:25:09Z,To be determined,9,areas
2020-07-14T06:25:09Z,To be determined,0,rls
2020-07-14T06:25:09Z,Total cases,624,areas
2020-07-14T06:25:09Z,Val-des-Monts,9,areas
2020-07-15T04:37:04Z,Active cases,60,cases
2020-07-15T04:37:04Z,Average screening test per day,186,cases
2020-07-15T04:37:04Z,Blue Sea,5,areas
2020-07-15T04:37:04Z,Cantley,12,areas
2020-07-15T04:37:04Z,Cumulative cases,627,cases
2020-07-15T04:37:04Z,Deaths,33,cases
2020-07-15T04:37:04Z,Fassett,5,areas
2020-07-15T04:37:04Z,Gatineau,553,areas
2020-07-15T04:37:04Z,Healed/resolved cases,534,cases
2020-07-15T04:37:04Z,L'Ange-Gardien,10,areas
2020-07-15T04:37:04Z,La Pêche,5,areas
2020-07-15T04:37:04Z,Lac-des-Plages,5,areas
2020-07-15T04:37:04Z,Maniwaki,5,areas
2020-07-15T04:37:04Z,Montebello,5,areas
2020-07-15T04:37:04Z,MRC du Pontiac,5,areas
2020-07-15T04:37:04Z,Papineauville,5,areas
2020-07-15T04:37:04Z,Plaisance,5,areas
2020-07-15T04:37:04Z,Ripon,5,areas
2020-07-15T04:37:04Z,RLS de Gatineau,541,rls
2020-07-15T04:37:04Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-15T04:37:04Z,RLS de Papineau,54,rls
2020-07-15T04:37:04Z,RLS des Collines-de-l'Outaouais,25,rls
2020-07-15T04:37:04Z,RLS du Pontiac,5,rls
2020-07-15T04:37:04Z,Saint-André-Avellin,7,areas
2020-07-15T04:37:04Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-15T04:37:04Z,Thurso,5,areas
2020-07-15T04:37:04Z,To be determined,12,areas
2020-07-15T04:37:04Z,To be determined,0,rls
2020-07-15T04:37:04Z,Total cases,627,areas
2020-07-15T04:37:04Z,Val-des-Monts,9,areas
2020-07-16T08:15:50Z,Active cases,60,cases
2020-07-16T08:15:50Z,Average screening test per day,179,cases
2020-07-16T08:15:50Z,Blue Sea,5,areas
2020-07-16T08:15:50Z,Cantley,12,areas
2020-07-16T08:15:50Z,Cumulative cases,628,cases
2020-07-16T08:15:50Z,Deaths,33,cases
2020-07-16T08:15:50Z,Fassett,5,areas
2020-07-16T08:15:50Z,Gatineau,553,areas
2020-07-16T08:15:50Z,Healed/resolved cases,535,cases
2020-07-16T08:15:50Z,L'Ange-Gardien,10,areas
2020-07-16T08:15:50Z,La Pêche,5,areas
2020-07-16T08:15:50Z,Lac-des-Plages,5,areas
2020-07-16T08:15:50Z,Maniwaki,5,areas
2020-07-16T08:15:50Z,Montebello,5,areas
2020-07-16T08:15:50Z,MRC du Pontiac,5,areas
2020-07-16T08:15:50Z,Papineauville,5,areas
2020-07-16T08:15:50Z,Plaisance,5,areas
2020-07-16T08:15:50Z,Ripon,5,areas
2020-07-16T08:15:50Z,RLS de Gatineau,542,rls
2020-07-16T08:15:50Z,RLS de la Vallée-de-la-Gatineau,5,rls
2020-07-16T08:15:50Z,RLS de Papineau,54,rls
2020-07-16T08:15:50Z,RLS des Collines-de-l'Outaouais,25,rls
2020-07-16T08:15:50Z,RLS du Pontiac,5,rls
2020-07-16T08:15:50Z,Saint-André-Avellin,7,areas
2020-07-16T08:15:50Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-07-16T08:15:50Z,Thurso,5,areas
2020-07-16T08:15:50Z,To be determined,13,areas
2020-07-16T08:15:50Z,To be determined,0,rls
2020-07-16T08:15:50Z,Total cases,628,areas
2020-07-16T08:15:50Z,Val-des-Monts,9,areas
2020-07-16T09:20:21Z,Active cases,60,cases
2020-07-16T09:20:21Z,Average screening test per day,179,cases
2020-07-16T09:20:21Z,Blue Sea,5,areas
2020-07-16T09:20:21Z,Cantley,12,areas
2020-07-16T09:20:21Z,Cumulative cases,628,cases
2020-07-16T09:20:21Z,Deaths,33,cases
2020-07-16T09:20:21Z,Fassett,5,areas
2020-07-16T09:20:21Z,Gatineau,553,areas
2020-07-16T09:20:21Z,Healed/resolved cases,535,cases
2020-07-16T09:20:21Z,L'Ange-Gardien,10,areas
2020-07-16T09:20:21Z,La Pêche,5,areas
2020-07-16T09:20:21Z,Lac-des-Plages,5,areas
2020-07-16T09:20:21Z,Maniwaki,5,areas
2020-07-16T09:20:21Z,Montebello,5,areas
2020-07-16T09:20:21Z,MRC du Pontiac,5,areas
2020-07-16T09:20:21Z,Papineauville,5,areas
2020-07-16T09:20:21Z,Plaisance,5,areas
2020-07-16T09:20:21Z,Ripon,5,areas
2020-07-16T09:20:21Z,RLS de Gatineau,542,rls
2020-07-16T09:20:21Z,RLS de la Vallée-de-la-Gatineau,5,rls
