time,key,value,table
2020-11-13T15:58:09Z,RLS de la Vallée-de-la-Gatineau,48,rls
2020-11-13T15:58:09Z,RLS de la Vallée-de-la-Gatineau (active),15,rls
2020-11-13T15:58:09Z,RLS de Papineau,257,rls
2020-11-13T15:58:09Z,RLS de Papineau (active),18,rls
2020-11-13T15:58:09Z,RLS des Collines-de-l'Outaouais,126,rls
2020-11-13T15:58:09Z,RLS des Collines-de-l'Outaouais (active),11,rls
2020-11-13T15:58:09Z,RLS du Pontiac,34,rls
2020-11-13T15:58:09Z,RLS du Pontiac (active),3,rls
2020-11-13T15:58:09Z,Saint-André-Avellin,12,areas
2020-11-13T15:58:09Z,Saint-Émile-de-Suffolk,5,areas
2020-11-13T15:58:09Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-11-13T15:58:09Z,Shawville,5,areas
2020-11-13T15:58:09Z,Thurso,10,areas
2020-11-13T15:58:09Z,To be determined,197,areas
2020-11-13T15:58:09Z,To be determined,9,rls
2020-11-13T15:58:09Z,To be determined (active),3,rls
2020-11-13T15:58:09Z,Total cases,2831,areas
2020-11-13T15:58:09Z,Total cases,2862,rls
2020-11-13T15:58:09Z,Total cases (active),290,rls
2020-11-13T15:58:09Z,Val-des-Bois,5,areas
2020-11-13T15:58:09Z,Val-des-Monts,33,areas
2020-11-16T13:48:00Z,Active cases,344,cases
2020-11-16T13:48:00Z,Aumond,5,areas
2020-11-16T13:48:00Z,Average screening test per day,302,cases
2020-11-16T13:48:00Z,Blue Sea,5,areas
2020-11-16T13:48:00Z,Boileau,5,areas
2020-11-16T13:48:00Z,Bouchette,5,areas
2020-11-16T13:48:00Z,Bowman,5,areas
2020-11-16T13:48:00Z,Campbell's Bay,5,areas
2020-11-16T13:48:00Z,Cantley,39,areas
2020-11-16T13:48:00Z,Chelsea,18,areas
2020-11-16T13:48:00Z,Chénéville,5,areas
2020-11-16T13:48:00Z,Cumulative cases,3004,cases
2020-11-16T13:48:00Z,Daily increase,41,cases
2020-11-16T13:48:00Z,Deaths,64,cases
2020-11-16T13:48:00Z,Déléage,5,areas
2020-11-16T13:48:00Z,Denholm,5,areas
2020-11-16T13:48:00Z,Fassett,5,areas
2020-11-16T13:48:00Z,Fort-Coulonge,5,areas
2020-11-16T13:48:00Z,Gatineau,2521,areas
2020-11-16T13:48:00Z,Gracefield,13,areas
2020-11-16T13:48:00Z,Healed/resolved cases,2596,cases
2020-11-16T13:48:00Z,L'Ange-Gardien,40,areas
2020-11-16T13:48:00Z,L'Île-du-Grand-Calumet,5,areas
2020-11-16T13:48:00Z,La Pêche,32,areas
2020-11-16T13:48:00Z,Lac-des-Plages,5,areas
2020-11-16T13:48:00Z,Lac-Rapide,5,areas
2020-11-16T13:48:00Z,Lac-Simon,5,areas
2020-11-16T13:48:00Z,Lochaber,5,areas
2020-11-16T13:48:00Z,Lochaber-Partie-Ouest,5,areas
2020-11-16T13:48:00Z,Low,5,areas
2020-11-16T13:48:00Z,Maniwaki,20,areas
2020-11-16T13:48:00Z,Mansfield-et-Pontefract,5,areas
2020-11-16T13:48:00Z,Messines,5,areas
2020-11-16T13:48:00Z,Montebello,5,areas
2020-11-16T13:48:00Z,Montpellier,5,areas
2020-11-16T13:48:00Z,MRC du Pontiac,24,areas
2020-11-16T13:48:00Z,Mulgrave-et-Derry,5,areas
2020-11-16T13:48:00Z,Notre-Dame-de-la-Salette,5,areas
2020-11-16T13:48:00Z,Papineauville,7,areas
2020-11-16T13:48:00Z,Ripon,11,areas
2020-11-16T13:48:00Z,RLS de Gatineau,2498,rls
2020-11-16T13:48:00Z,RLS de Gatineau (active),281,rls
2020-11-16T13:48:00Z,RLS de la Vallée-de-la-Gatineau,51,rls
2020-11-16T13:48:00Z,RLS de la Vallée-de-la-Gatineau (active),12,rls
2020-11-16T13:48:00Z,RLS de Papineau,274,rls
2020-11-16T13:48:00Z,RLS de Papineau (active),29,rls
2020-11-16T13:48:00Z,RLS des Collines-de-l'Outaouais,134,rls
2020-11-16T13:48:00Z,RLS des Collines-de-l'Outaouais (active),14,rls
2020-11-16T13:48:00Z,RLS du Pontiac,35,rls
2020-11-16T13:48:00Z,RLS du Pontiac (active),4,rls
2020-11-16T13:48:00Z,Saint-André-Avellin,12,areas
2020-11-16T13:48:00Z,Saint-Émile-de-Suffolk,5,areas
2020-11-16T13:48:00Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-11-16T13:48:00Z,Shawville,5,areas
2020-11-16T13:48:00Z,Thurso,10,areas
2020-11-16T13:48:00Z,To be determined,54,areas
2020-11-16T13:48:00Z,To be determined,12,rls
2020-11-16T13:48:00Z,To be determined (active),4,rls
2020-11-16T13:48:00Z,Total cases,2901,areas
2020-11-16T13:48:00Z,Total cases,3004,rls
2020-11-16T13:48:00Z,Total cases (active),344,rls
2020-11-16T13:48:00Z,Val-des-Bois,5,areas
2020-11-16T13:48:00Z,Val-des-Monts,33,areas
2020-11-17T16:11:19Z,Active cases,382,cases
2020-11-17T16:11:19Z,Aumond,5,areas
2020-11-17T16:11:19Z,Average screening test per day,318,cases
2020-11-17T16:11:19Z,Blue Sea,5,areas
2020-11-17T16:11:19Z,Boileau,5,areas
2020-11-17T16:11:19Z,Bouchette,5,areas
2020-11-17T16:11:19Z,Bowman,5,areas
2020-11-17T16:11:19Z,Campbell's Bay,5,areas
2020-11-17T16:11:19Z,Cantley,39,areas
2020-11-17T16:11:19Z,Chelsea,18,areas
2020-11-17T16:11:19Z,Chénéville,5,areas
2020-11-17T16:11:19Z,Cumulative cases,3101,cases
2020-11-17T16:11:19Z,Daily increase,39,cases
2020-11-17T16:11:19Z,Deaths,65,cases
2020-11-17T16:11:19Z,Déléage,5,areas
2020-11-17T16:11:19Z,Denholm,5,areas
2020-11-17T16:11:19Z,Fassett,5,areas
2020-11-17T16:11:19Z,Fort-Coulonge,5,areas
2020-11-17T16:11:19Z,Gatineau,2521,areas
2020-11-17T16:11:19Z,Gracefield,13,areas
2020-11-17T16:11:19Z,Healed/resolved cases,2636,cases
2020-11-17T16:11:19Z,L'Ange-Gardien,40,areas
2020-11-17T16:11:19Z,L'Île-du-Grand-Calumet,5,areas
2020-11-17T16:11:19Z,La Pêche,32,areas
2020-11-17T16:11:19Z,Lac-des-Plages,5,areas
2020-11-17T16:11:19Z,Lac-Rapide,5,areas
2020-11-17T16:11:19Z,Lac-Simon,5,areas
2020-11-17T16:11:19Z,Lochaber,5,areas
2020-11-17T16:11:19Z,Lochaber-Partie-Ouest,5,areas
2020-11-17T16:11:19Z,Low,5,areas
2020-11-17T16:11:19Z,Maniwaki,20,areas
2020-11-17T16:11:19Z,Mansfield-et-Pontefract,5,areas
2020-11-17T16:11:19Z,Messines,5,areas
2020-11-17T16:11:19Z,Montebello,5,areas
2020-11-17T16:11:19Z,Montpellier,5,areas
2020-11-17T16:11:19Z,MRC du Pontiac,24,areas
2020-11-17T16:11:19Z,Mulgrave-et-Derry,5,areas
2020-11-17T16:11:19Z,Notre-Dame-de-la-Salette,5,areas
2020-11-17T16:11:19Z,Papineauville,7,areas
2020-11-17T16:11:19Z,Ripon,11,areas
2020-11-17T16:11:19Z,RLS de Gatineau,2580,rls
2020-11-17T16:11:19Z,RLS de Gatineau (active),317,rls
2020-11-17T16:11:19Z,RLS de la Vallée-de-la-Gatineau,55,rls
2020-11-17T16:11:19Z,RLS de la Vallée-de-la-Gatineau (active),14,rls
2020-11-17T16:11:19Z,RLS de Papineau,279,rls
2020-11-17T16:11:19Z,RLS de Papineau (active),26,rls
2020-11-17T16:11:19Z,RLS des Collines-de-l'Outaouais,137,rls
2020-11-17T16:11:19Z,RLS des Collines-de-l'Outaouais (active),14,rls
2020-11-17T16:11:19Z,RLS du Pontiac,37,rls
2020-11-17T16:11:19Z,RLS du Pontiac (active),6,rls
2020-11-17T16:11:19Z,Saint-André-Avellin,12,areas
2020-11-17T16:11:19Z,Saint-Émile-de-Suffolk,5,areas
2020-11-17T16:11:19Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-11-17T16:11:19Z,Shawville,5,areas
2020-11-17T16:11:19Z,Thurso,10,areas
2020-11-17T16:11:19Z,To be determined,151,areas
2020-11-17T16:11:19Z,To be determined,13,rls
2020-11-17T16:11:19Z,To be determined (active),5,rls
2020-11-17T16:11:19Z,Total cases,3101,areas
2020-11-17T16:11:19Z,Total cases,3101,rls
2020-11-17T16:11:19Z,Total cases (active),382,rls
2020-11-17T16:11:19Z,Val-des-Bois,5,areas
2020-11-17T16:11:19Z,Val-des-Monts,33,areas
2020-11-18T16:31:08Z,Active cases,382,cases
2020-11-18T16:31:08Z,Aumond,5,areas
2020-11-18T16:31:08Z,Average screening test per day,318,cases
2020-11-18T16:31:08Z,Blue Sea,5,areas
2020-11-18T16:31:08Z,Boileau,5,areas
2020-11-18T16:31:08Z,Bouchette,5,areas
2020-11-18T16:31:08Z,Bowman,5,areas
2020-11-18T16:31:08Z,Campbell's Bay,5,areas
2020-11-18T16:31:08Z,Cantley,39,areas
2020-11-18T16:31:08Z,Chelsea,18,areas
2020-11-18T16:31:08Z,Chénéville,5,areas
2020-11-18T16:31:08Z,Cumulative cases,3101,cases
2020-11-18T16:31:08Z,Daily increase,39,cases
2020-11-18T16:31:08Z,Deaths,65,cases
2020-11-18T16:31:08Z,Déléage,5,areas
2020-11-18T16:31:08Z,Denholm,5,areas
2020-11-18T16:31:08Z,Fassett,5,areas
2020-11-18T16:31:08Z,Fort-Coulonge,5,areas
2020-11-18T16:31:08Z,Gatineau,2521,areas
2020-11-18T16:31:08Z,Gracefield,13,areas
2020-11-18T16:31:08Z,Healed/resolved cases,2636,cases
2020-11-18T16:31:08Z,L'Ange-Gardien,40,areas
2020-11-18T16:31:08Z,L'Île-du-Grand-Calumet,5,areas
2020-11-18T16:31:08Z,La Pêche,32,areas
2020-11-18T16:31:08Z,Lac-des-Plages,5,areas
2020-11-18T16:31:08Z,Lac-Rapide,5,areas
2020-11-18T16:31:08Z,Lac-Simon,5,areas
2020-11-18T16:31:08Z,Lochaber,5,areas
2020-11-18T16:31:08Z,Lochaber-Partie-Ouest,5,areas
2020-11-18T16:31:08Z,Low,5,areas
2020-11-18T16:31:08Z,Maniwaki,20,areas
2020-11-18T16:31:08Z,Mansfield-et-Pontefract,5,areas
2020-11-18T16:31:08Z,Messines,5,areas
2020-11-18T16:31:08Z,Montebello,5,areas
2020-11-18T16:31:08Z,Montpellier,5,areas
2020-11-18T16:31:08Z,MRC du Pontiac,24,areas
2020-11-18T16:31:08Z,Mulgrave-et-Derry,5,areas
2020-11-18T16:31:08Z,Notre-Dame-de-la-Salette,5,areas
2020-11-18T16:31:08Z,Papineauville,7,areas
2020-11-18T16:31:08Z,Ripon,11,areas
2020-11-18T16:31:08Z,RLS de Gatineau,2580,rls
2020-11-18T16:31:08Z,RLS de Gatineau (active),317,rls
2020-11-18T16:31:08Z,RLS de la Vallée-de-la-Gatineau,55,rls
2020-11-18T16:31:08Z,RLS de la Vallée-de-la-Gatineau (active),14,rls
2020-11-18T16:31:08Z,RLS de Papineau,279,rls
2020-11-18T16:31:08Z,RLS de Papineau (active),26,rls
2020-11-18T16:31:08Z,RLS des Collines-de-l'Outaouais,137,rls
2020-11-18T16:31:08Z,RLS des Collines-de-l'Outaouais (active),14,rls
2020-11-18T16:31:08Z,RLS du Pontiac,37,rls
2020-11-18T16:31:08Z,RLS du Pontiac (active),6,rls
2020-11-18T16:31:08Z,Saint-André-Avellin,12,areas
2020-11-18T16:31:08Z,Saint-Émile-de-Suffolk,5,areas
2020-11-18T16:31:08Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-11-18T16:31:08Z,Shawville,5,areas
2020-11-18T16:31:08Z,Thurso,10,areas
2020-11-18T16:31:08Z,To be determined,151,areas
2020-11-18T16:31:08Z,To be determined,13,rls
2020-11-18T16:31:08Z,To be determined (active),5,rls
2020-11-18T16:31:08Z,Total cases,3101,areas
2020-11-18T16:31:08Z,Total cases,3101,rls
2020-11-18T16:31:08Z,Total cases (active),382,rls
2020-11-18T16:31:08Z,Val-des-Bois,5,areas
2020-11-18T16:31:08Z,Val-des-Monts,33,areas
2020-11-18T19:13:52Z,Active cases,382,cases
2020-11-18T19:13:52Z,Aumond,5,areas
2020-11-18T19:13:52Z,Average screening test per day,318,cases
2020-11-18T19:13:52Z,Blue Sea,5,areas
2020-11-18T19:13:52Z,Boileau,5,areas
2020-11-18T19:13:52Z,Bouchette,5,areas
2020-11-18T19:13:52Z,Bowman,5,areas
2020-11-18T19:13:52Z,Campbell's Bay,5,areas
2020-11-18T19:13:52Z,Cantley,39,areas
2020-11-18T19:13:52Z,Chelsea,18,areas
2020-11-18T19:13:52Z,Chénéville,5,areas
2020-11-18T19:13:52Z,Cumulative cases,3101,cases
2020-11-18T19:13:52Z,Daily increase,39,cases
2020-11-18T19:13:52Z,Deaths,65,cases
2020-11-18T19:13:52Z,Déléage,5,areas
2020-11-18T19:13:52Z,Denholm,5,areas
2020-11-18T19:13:52Z,Fassett,5,areas
2020-11-18T19:13:52Z,Fort-Coulonge,5,areas
2020-11-18T19:13:52Z,Gatineau,2521,areas
2020-11-18T19:13:52Z,Gracefield,13,areas
2020-11-18T19:13:52Z,Healed/resolved cases,2636,cases
2020-11-18T19:13:52Z,L'Ange-Gardien,40,areas
2020-11-18T19:13:52Z,L'Île-du-Grand-Calumet,5,areas
2020-11-18T19:13:52Z,La Pêche,32,areas
2020-11-18T19:13:52Z,Lac-des-Plages,5,areas
2020-11-18T19:13:52Z,Lac-Rapide,5,areas
2020-11-18T19:13:52Z,Lac-Simon,5,areas
2020-11-18T19:13:52Z,Lochaber,5,areas
2020-11-18T19:13:52Z,Lochaber-Partie-Ouest,5,areas
2020-11-18T19:13:52Z,Low,5,areas
2020-11-18T19:13:52Z,Maniwaki,20,areas
2020-11-18T19:13:52Z,Mansfield-et-Pontefract,5,areas
2020-11-18T19:13:52Z,Messines,5,areas
2020-11-18T19:13:52Z,Montebello,5,areas
2020-11-18T19:13:52Z,Montpellier,5,areas
2020-11-18T19:13:52Z,MRC du Pontiac,24,areas
2020-11-18T19:13:52Z,Mulgrave-et-Derry,5,areas
2020-11-18T19:13:52Z,Notre-Dame-de-la-Salette,5,areas
2020-11-18T19:13:52Z,Papineauville,7,areas
2020-11-18T19:13:52Z,Ripon,11,areas
2020-11-18T19:13:52Z,RLS de Gatineau,2580,rls
2020-11-18T19:13:52Z,RLS de Gatineau (active),317,rls
2020-11-18T19:13:52Z,RLS de la Vallée-de-la-Gatineau,55,rls
2020-11-18T19:13:52Z,RLS de la Vallée-de-la-Gatineau (active),14,rls
2020-11-18T19:13:52Z,RLS de Papineau,279,rls
2020-11-18T19:13:52Z,RLS de Papineau (active),26,rls
2020-11-18T19:13:52Z,RLS des Collines-de-l'Outaouais,137,rls
2020-11-18T19:13:52Z,RLS des Collines-de-l'Outaouais (active),14,rls
2020-11-18T19:13:52Z,RLS du Pontiac,37,rls
2020-11-18T19:13:52Z,RLS du Pontiac (active),6,rls
2020-11-18T19:13:52Z,Saint-André-Avellin,12,areas
2020-11-18T19:13:52Z,Saint-Émile-de-Suffolk,5,areas
2020-11-18T19:13:52Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-11-18T19:13:52Z,Shawville,5,areas
2020-11-18T19:13:52Z,Thurso,10,areas
2020-11-18T19:13:52Z,To be determined,151,areas
2020-11-18T19:13:52Z,To be determined,13,rls
2020-11-18T19:13:52Z,To be determined (active),5,rls
2020-11-18T19:13:52Z,Total cases,3101,areas
2020-11-18T19:13:52Z,Total cases,3101,rls
2020-11-18T19:13:52Z,Total cases (active),382,rls
2020-11-18T19:13:52Z,Val-des-Bois,5,areas
2020-11-18T19:13:52Z,Val-des-Monts,33,areas
2020-11-20T20:44:28Z,Active cases,384,cases
2020-11-20T20:44:28Z,Aumond,5,areas
2020-11-20T20:44:28Z,Average screening test per day,460,cases
2020-11-20T20:44:28Z,Blue Sea,5,areas
2020-11-20T20:44:28Z,Boileau,5,areas
2020-11-20T20:44:28Z,Bouchette,5,areas
2020-11-20T20:44:28Z,Bowman,5,areas
2020-11-20T20:44:28Z,Campbell's Bay,5,areas
2020-11-20T20:44:28Z,Cantley,45,areas
2020-11-20T20:44:28Z,Chelsea,23,areas
2020-11-20T20:44:28Z,Chénéville,5,areas
2020-11-20T20:44:28Z,Cumulative cases,3215,cases
2020-11-20T20:44:28Z,Daily increase,32,cases
2020-11-20T20:44:28Z,Deaths,70,cases
2020-11-20T20:44:28Z,Déléage,6,areas
2020-11-20T20:44:28Z,Denholm,5,areas
2020-11-20T20:44:28Z,Fassett,5,areas
2020-11-20T20:44:28Z,Fort-Coulonge,5,areas
2020-11-20T20:44:28Z,Gatineau,2799,areas
2020-11-20T20:44:28Z,Gracefield,16,areas
2020-11-20T20:44:28Z,Healed/resolved cases,2761,cases
2020-11-20T20:44:28Z,L'Ange-Gardien,44,areas
2020-11-20T20:44:28Z,L'Île-du-Grand-Calumet,5,areas
2020-11-20T20:44:28Z,La Pêche,36,areas
2020-11-20T20:44:28Z,Lac-des-Plages,5,areas
2020-11-20T20:44:28Z,Lac-Rapide,5,areas
2020-11-20T20:44:28Z,Lac-Simon,5,areas
2020-11-20T20:44:28Z,Lochaber,5,areas
2020-11-20T20:44:28Z,Lochaber-Partie-Ouest,5,areas
2020-11-20T20:44:28Z,Low,5,areas
2020-11-20T20:44:28Z,Maniwaki,21,areas
2020-11-20T20:44:28Z,Mansfield-et-Pontefract,5,areas
2020-11-20T20:44:28Z,Mayo,5,areas
2020-11-20T20:44:28Z,Messines,5,areas
2020-11-20T20:44:28Z,Montebello,5,areas
2020-11-20T20:44:28Z,Montpellier,5,areas
2020-11-20T20:44:28Z,MRC du Pontiac,27,areas
2020-11-20T20:44:28Z,Mulgrave-et-Derry,5,areas
2020-11-20T20:44:28Z,Notre-Dame-de-la-Salette,5,areas
2020-11-20T20:44:28Z,Papineauville,7,areas
2020-11-20T20:44:28Z,Plaisance,5,areas
2020-11-20T20:44:28Z,Ripon,11,areas
2020-11-20T20:44:28Z,RLS de Gatineau,2682,rls
2020-11-20T20:44:28Z,RLS de Gatineau (active),326,rls
2020-11-20T20:44:28Z,RLS de la Vallée-de-la-Gatineau,57,rls
2020-11-20T20:44:28Z,RLS de la Vallée-de-la-Gatineau (active),10,rls
2020-11-20T20:44:28Z,RLS de Papineau,290,rls
2020-11-20T20:44:28Z,RLS de Papineau (active),29,rls
2020-11-20T20:44:28Z,RLS des Collines-de-l'Outaouais,143,rls
2020-11-20T20:44:28Z,RLS des Collines-de-l'Outaouais (active),15,rls
2020-11-20T20:44:28Z,RLS du Pontiac,37,rls
2020-11-20T20:44:28Z,RLS du Pontiac (active),4,rls
2020-11-20T20:44:28Z,Saint-André-Avellin,13,areas
2020-11-20T20:44:28Z,Saint-Émile-de-Suffolk,5,areas
2020-11-20T20:44:28Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-11-20T20:44:28Z,Shawville,5,areas
2020-11-20T20:44:28Z,Thurso,19,areas
2020-11-20T20:44:28Z,To be determined,42,areas
2020-11-20T20:44:28Z,To be determined,6,rls
2020-11-20T20:44:28Z,To be determined (active),0,rls
2020-11-20T20:44:28Z,Total cases,3215,areas
2020-11-20T20:44:28Z,Total cases,3215,rls
2020-11-20T20:44:28Z,Total cases (active),384,rls
2020-11-20T20:44:28Z,Val-des-Bois,5,areas
2020-11-20T20:44:28Z,Val-des-Monts,40,areas
2020-11-22T06:54:50Z,Active cases,367,cases
2020-11-22T06:54:50Z,Aumond,5,areas
2020-11-22T06:54:50Z,Average screening test per day,460,cases
2020-11-22T06:54:50Z,Blue Sea,5,areas
2020-11-22T06:54:50Z,Boileau,5,areas
2020-11-22T06:54:50Z,Bouchette,5,areas
2020-11-22T06:54:50Z,Bowman,5,areas
2020-11-22T06:54:50Z,Campbell's Bay,5,areas
2020-11-22T06:54:50Z,Cantley,45,areas
2020-11-22T06:54:50Z,Chelsea,23,areas
2020-11-22T06:54:50Z,Chénéville,5,areas
2020-11-22T06:54:50Z,Cumulative cases,3240,cases
2020-11-22T06:54:50Z,Daily increase,25,cases
2020-11-22T06:54:50Z,Deaths,70,cases
2020-11-22T06:54:50Z,Déléage,6,areas
2020-11-22T06:54:50Z,Denholm,5,areas
2020-11-22T06:54:50Z,Fassett,5,areas
2020-11-22T06:54:50Z,Fort-Coulonge,5,areas
2020-11-22T06:54:50Z,Gatineau,2799,areas
2020-11-22T06:54:50Z,Gracefield,16,areas
2020-11-22T06:54:50Z,Healed/resolved cases,2803,cases
2020-11-22T06:54:50Z,L'Ange-Gardien,44,areas
2020-11-22T06:54:50Z,L'Île-du-Grand-Calumet,5,areas
2020-11-22T06:54:50Z,La Pêche,36,areas
2020-11-22T06:54:50Z,Lac-des-Plages,5,areas
2020-11-22T06:54:50Z,Lac-Rapide,5,areas
2020-11-22T06:54:50Z,Lac-Simon,5,areas
2020-11-22T06:54:50Z,Lochaber,5,areas
2020-11-22T06:54:50Z,Lochaber-Partie-Ouest,5,areas
2020-11-22T06:54:50Z,Low,5,areas
2020-11-22T06:54:50Z,Maniwaki,21,areas
2020-11-22T06:54:50Z,Mansfield-et-Pontefract,5,areas
2020-11-22T06:54:50Z,Mayo,5,areas
2020-11-22T06:54:50Z,Messines,5,areas
2020-11-22T06:54:50Z,Montebello,5,areas
2020-11-22T06:54:50Z,Montpellier,5,areas
2020-11-22T06:54:50Z,MRC du Pontiac,27,areas
2020-11-22T06:54:50Z,Mulgrave-et-Derry,5,areas
2020-11-22T06:54:50Z,Notre-Dame-de-la-Salette,5,areas
2020-11-22T06:54:50Z,Papineauville,7,areas
2020-11-22T06:54:50Z,Plaisance,5,areas
2020-11-22T06:54:50Z,Ripon,11,areas
2020-11-22T06:54:50Z,RLS de Gatineau,2698,rls
2020-11-22T06:54:50Z,RLS de Gatineau (active),311,rls
2020-11-22T06:54:50Z,RLS de la Vallée-de-la-Gatineau,57,rls
2020-11-22T06:54:50Z,RLS de la Vallée-de-la-Gatineau (active),13,rls
2020-11-22T06:54:50Z,RLS de Papineau,294,rls
2020-11-22T06:54:50Z,RLS de Papineau (active),30,rls
2020-11-22T06:54:50Z,RLS des Collines-de-l'Outaouais,144,rls
2020-11-22T06:54:50Z,RLS des Collines-de-l'Outaouais (active),13,rls
2020-11-22T06:54:50Z,RLS du Pontiac,38,rls
2020-11-22T06:54:50Z,RLS du Pontiac (active),2,rls
2020-11-22T06:54:50Z,Saint-André-Avellin,13,areas
2020-11-22T06:54:50Z,Saint-Émile-de-Suffolk,5,areas
2020-11-22T06:54:50Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-11-22T06:54:50Z,Shawville,5,areas
2020-11-22T06:54:50Z,Thurso,19,areas
2020-11-22T06:54:50Z,To be determined,67,areas
2020-11-22T06:54:50Z,To be determined,9,rls
2020-11-22T06:54:50Z,To be determined (active),2,rls
2020-11-22T06:54:50Z,Total cases,3240,areas
2020-11-22T06:54:50Z,Total cases,3240,rls
2020-11-22T06:54:50Z,Total cases (active),367,rls
2020-11-22T06:54:50Z,Val-des-Bois,5,areas
2020-11-22T06:54:50Z,Val-des-Monts,40,areas
2020-11-23T18:14:33Z,Active cases,370,cases
2020-11-23T18:14:33Z,Aumond,5,areas
2020-11-23T18:14:33Z,Average screening test per day,460,cases
2020-11-23T18:14:33Z,Blue Sea,5,areas
2020-11-23T18:14:33Z,Boileau,5,areas
2020-11-23T18:14:33Z,Bouchette,5,areas
2020-11-23T18:14:33Z,Bowman,5,areas
2020-11-23T18:14:33Z,Campbell's Bay,5,areas
2020-11-23T18:14:33Z,Cantley,45,areas
2020-11-23T18:14:33Z,Chelsea,23,areas
2020-11-23T18:14:33Z,Chénéville,5,areas
2020-11-23T18:14:33Z,Cumulative cases,3287,cases
2020-11-23T18:14:33Z,Daily increase,47,cases
2020-11-23T18:14:33Z,Deaths,71,cases
2020-11-23T18:14:33Z,Déléage,6,areas
2020-11-23T18:14:33Z,Denholm,5,areas
2020-11-23T18:14:33Z,Fassett,5,areas
2020-11-23T18:14:33Z,Fort-Coulonge,5,areas
2020-11-23T18:14:33Z,Gatineau,2799,areas
2020-11-23T18:14:33Z,Gracefield,16,areas
2020-11-23T18:14:33Z,Healed/resolved cases,2846,cases
2020-11-23T18:14:33Z,L'Ange-Gardien,44,areas
2020-11-23T18:14:33Z,L'Île-du-Grand-Calumet,5,areas
2020-11-23T18:14:33Z,La Pêche,36,areas
2020-11-23T18:14:33Z,Lac-des-Plages,5,areas
2020-11-23T18:14:33Z,Lac-Rapide,5,areas
2020-11-23T18:14:33Z,Lac-Simon,5,areas
2020-11-23T18:14:33Z,Lochaber,5,areas
2020-11-23T18:14:33Z,Lochaber-Partie-Ouest,5,areas
2020-11-23T18:14:33Z,Low,5,areas
2020-11-23T18:14:33Z,Maniwaki,21,areas
2020-11-23T18:14:33Z,Mansfield-et-Pontefract,5,areas
2020-11-23T18:14:33Z,Mayo,5,areas
2020-11-23T18:14:33Z,Messines,5,areas
2020-11-23T18:14:33Z,Montebello,5,areas
2020-11-23T18:14:33Z,Montpellier,5,areas
2020-11-23T18:14:33Z,MRC du Pontiac,27,areas
2020-11-23T18:14:33Z,Mulgrave-et-Derry,5,areas
2020-11-23T18:14:33Z,Notre-Dame-de-la-Salette,5,areas
2020-11-23T18:14:33Z,Papineauville,7,areas
2020-11-23T18:14:33Z,Plaisance,5,areas
2020-11-23T18:14:33Z,Ripon,11,areas
2020-11-23T18:14:33Z,RLS de Gatineau,2698,rls
2020-11-23T18:14:33Z,RLS de Gatineau (active),311,rls
2020-11-23T18:14:33Z,RLS de la Vallée-de-la-Gatineau,57,rls
2020-11-23T18:14:33Z,RLS de la Vallée-de-la-Gatineau (active),13,rls
2020-11-23T18:14:33Z,RLS de Papineau,294,rls
2020-11-23T18:14:33Z,RLS de Papineau (active),30,rls
2020-11-23T18:14:33Z,RLS des Collines-de-l'Outaouais,144,rls
2020-11-23T18:14:33Z,RLS des Collines-de-l'Outaouais (active),13,rls
2020-11-23T18:14:33Z,RLS du Pontiac,38,rls
2020-11-23T18:14:33Z,RLS du Pontiac (active),2,rls
2020-11-23T18:14:33Z,Saint-André-Avellin,13,areas
2020-11-23T18:14:33Z,Saint-Émile-de-Suffolk,5,areas
2020-11-23T18:14:33Z,Sainte-Thérèse-de-la-Gatineau,5,areas
2020-11-23T18:14:33Z,Shawville,5,areas
2020-11-23T18:14:33Z,Thurso,19,areas
2020-11-23T18:14:33Z,To be determined,67,areas
2020-11-23T18:14:33Z,To be determined,9,rls
2020-11-23T18:14:33Z,To be determined (active),2,rls
2020-11-23T18:14:33Z,Total cases,3240,areas
2020-11-23T18:14:33Z,Total cases,3240,rls
2020-11-23T18:14:33Z,Total cases (active),367,rls
2020-11-23T18:14:33Z,Val-des-Bois,5,areas
2020-11-23T18:14:33Z,Val-des-Monts,40,areas
2020-11-25T18:27:33Z,Active cases,380,cases
2020-11-25T18:27:33Z,Aumond,5,areas
2020-11-25T18:27:33Z,Average screening test per day,410,cases
2020-11-25T18:27:33Z,Blue Sea,5,areas
2020-11-25T18:27:33Z,Boileau,5,areas
2020-11-25T18:27:33Z,Bouchette,5,areas
2020-11-25T18:27:33Z,Bowman,5,areas
2020-11-25T18:27:33Z,Campbell's Bay,5,areas
2020-11-25T18:27:33Z,Cantley,45,areas
2020-11-25T18:27:33Z,Chelsea,23,areas
2020-11-25T18:27:33Z,Chénéville,5,areas
2020-11-25T18:27:33Z,Cumulative cases,3399,cases
2020-11-25T18:27:33Z,Daily increase,64,cases
2020-11-25T18:27:33Z,Deaths,76,cases
2020-11-25T18:27:33Z,Déléage,6,areas
2020-11-25T18:27:33Z,Denholm,5,areas
